file,index,voice,lang,speaker_id,phrase,length_scale,noise_scale,noise_w_scale,pitch_shift_semitones,snr_db,gain_db,noise_kind,sample_rate,duration_ms
hey_bonsai_synth_0032_ca_ES-upc_ona-medium.wav,32,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",1.166,0.598,0.876,0.0,24.5,0.12,white,16000,1000
hey_bonsai_synth_0033_en_US-lessac-medium.wav,33,en_US-lessac-medium,en,,Hey Bonsai.,1.105,0.64,0.912,-1.2,20.38,-1.13,pink,16000,1000
hey_bonsai_synth_0034_es_ES-sharvard-medium.wav,34,es_ES-sharvard-medium,es,1,Jey Bonsai,0.94,0.576,0.7,0.0,17.27,-1.23,white,16000,1000
hey_bonsai_synth_0035_en_US-amy-medium.wav,35,en_US-amy-medium,en,,"Hey, Bonsai",1.102,0.617,0.627,0.0,19.3,-3.23,pink,16000,1000
hey_bonsai_synth_0036_en_GB-alba-medium.wav,36,en_GB-alba-medium,en,,"Hey, Bonsai",1.167,0.722,0.641,0.0,20.24,-4.84,pink,16000,1000
hey_bonsai_synth_0037_es_ES-sharvard-medium.wav,37,es_ES-sharvard-medium,es,0,"Hey, Bonsái",0.948,0.719,0.929,1.37,20.47,-2.59,white,16000,1000
hey_bonsai_synth_0038_en_US-ryan-medium.wav,38,en_US-ryan-medium,en,,Hey Bonsai.,1.102,0.758,0.717,1.54,21.41,-0.73,white,16000,1000
hey_bonsai_synth_0039_es_ES-davefx-medium.wav,39,es_ES-davefx-medium,es,,Hey Bonsai,0.895,0.607,0.725,0.0,21.76,0.93,white,16000,1000
hey_bonsai_synth_0040_ca_ES-upc_ona-medium.wav,40,ca_ES-upc_ona-medium,ca,,Hei Bonsai,1.101,0.707,0.632,0.0,18.73,-5.81,pink,16000,1000
hey_bonsai_synth_0041_en_US-lessac-medium.wav,41,en_US-lessac-medium,en,,Hey Bonsai.,1.037,0.797,0.665,1.86,19.57,-3.29,pink,16000,1000
hey_bonsai_synth_0042_es_ES-sharvard-medium.wav,42,es_ES-sharvard-medium,es,1,Jey Bonsai,1.032,0.662,0.719,1.35,20.09,1.95,pink,16000,1000
hey_bonsai_synth_0043_en_US-amy-medium.wav,43,en_US-amy-medium,en,,Hey Bonsai,1.155,0.714,0.63,-1.48,17.86,-3.96,pink,16000,1000
hey_bonsai_synth_0044_en_GB-alba-medium.wav,44,en_GB-alba-medium,en,,Hey Bonsai,0.851,0.574,0.671,0.0,23.23,-3.91,pink,16000,1000
hey_bonsai_synth_0045_es_ES-sharvard-medium.wav,45,es_ES-sharvard-medium,es,0,Jey Bonsai,1.036,0.628,0.858,1.44,15.75,-1.14,white,16000,1000
hey_bonsai_synth_0046_en_US-ryan-medium.wav,46,en_US-ryan-medium,en,,Hey Bonsai.,0.884,0.653,0.83,-1.32,22.94,-4.99,white,16000,1000
hey_bonsai_synth_0047_es_ES-davefx-medium.wav,47,es_ES-davefx-medium,es,,"Hey, Bonsái",0.928,0.781,0.817,0.0,23.6,0.42,white,16000,1000
hey_bonsai_synth_0048_ca_ES-upc_ona-medium.wav,48,ca_ES-upc_ona-medium,ca,,Hey Bonsai,1.073,0.709,0.779,1.73,15.09,-3.9,pink,16000,1000
hey_bonsai_synth_0049_en_US-lessac-medium.wav,49,en_US-lessac-medium,en,,Hey Bonsai.,1.062,0.769,0.611,1.08,19.96,1.75,white,16000,1000
hey_bonsai_synth_0050_es_ES-sharvard-medium.wav,50,es_ES-sharvard-medium,es,1,"Hey, Bonsái",0.896,0.606,0.687,-1.71,17.75,1.91,pink,16000,1000
hey_bonsai_synth_0051_en_US-amy-medium.wav,51,en_US-amy-medium,en,,"Hey, Bonsai",0.96,0.727,0.928,0.0,18.2,-3.45,pink,16000,1000
hey_bonsai_synth_0052_en_GB-alba-medium.wav,52,en_GB-alba-medium,en,,"Hey, Bonsai",0.945,0.707,0.696,-1.86,16.16,-3.67,pink,16000,1000
hey_bonsai_synth_0053_es_ES-sharvard-medium.wav,53,es_ES-sharvard-medium,es,0,Jey Bonsai,0.967,0.766,0.874,0.0,15.8,-5.51,pink,16000,1000
hey_bonsai_synth_0054_en_US-ryan-medium.wav,54,en_US-ryan-medium,en,,Hey Bonsai.,0.991,0.751,0.775,0.0,19.28,-3.13,white,16000,1000
hey_bonsai_synth_0055_es_ES-davefx-medium.wav,55,es_ES-davefx-medium,es,,Jey Bonsai,0.864,0.731,0.779,0.0,20.46,0.64,white,16000,1000
hey_bonsai_synth_0056_ca_ES-upc_ona-medium.wav,56,ca_ES-upc_ona-medium,ca,,Hey Bonsai,1.13,0.644,0.72,-1.59,23.62,1.15,pink,16000,1000
hey_bonsai_synth_0057_en_US-lessac-medium.wav,57,en_US-lessac-medium,en,,Hey Bonsai,0.955,0.635,0.825,1.43,16.81,2.34,white,16000,1000
hey_bonsai_synth_0058_es_ES-sharvard-medium.wav,58,es_ES-sharvard-medium,es,1,Hey Bonsai,1.198,0.604,0.869,-1.71,15.23,1.62,white,16000,1000
hey_bonsai_synth_0059_en_US-amy-medium.wav,59,en_US-amy-medium,en,,"Hey, Bonsai",0.933,0.755,0.941,1.74,23.04,-0.64,pink,16000,1000
hey_bonsai_synth_0060_en_GB-alba-medium.wav,60,en_GB-alba-medium,en,,"Hey, Bonsai",1.187,0.703,0.722,1.62,16.39,-5.04,pink,16000,1000
hey_bonsai_synth_0061_es_ES-sharvard-medium.wav,61,es_ES-sharvard-medium,es,0,Hey Bonsai,0.96,0.776,0.715,0.0,15.15,-2.83,pink,16000,1000
hey_bonsai_synth_0062_en_US-ryan-medium.wav,62,en_US-ryan-medium,en,,Hey Bonsai,0.873,0.734,0.88,-1.68,21.95,-1.39,white,16000,1000
hey_bonsai_synth_0063_es_ES-davefx-medium.wav,63,es_ES-davefx-medium,es,,Jey Bonsai,1.143,0.583,0.612,0.0,17.15,-4.81,white,16000,1000
hey_bonsai_synth_0064_ca_ES-upc_ona-medium.wav,64,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",1.15,0.716,0.656,1.77,17.75,-5.21,white,16000,1000
hey_bonsai_synth_0065_en_US-lessac-medium.wav,65,en_US-lessac-medium,en,,Hey Bonsai,0.88,0.63,0.891,1.81,16.75,1.15,pink,16000,1000
hey_bonsai_synth_0066_es_ES-sharvard-medium.wav,66,es_ES-sharvard-medium,es,1,Hey Bonsai,1.164,0.593,0.69,0.0,21.13,-4.75,pink,16000,1000
hey_bonsai_synth_0067_en_US-amy-medium.wav,67,en_US-amy-medium,en,,Hey Bonsai,1.138,0.59,0.778,0.0,16.6,-4.22,pink,16000,1000
hey_bonsai_synth_0068_en_GB-alba-medium.wav,68,en_GB-alba-medium,en,,Hey Bonsai,0.961,0.733,0.802,0.0,21.2,-1.3,pink,16000,1000
hey_bonsai_synth_0069_es_ES-sharvard-medium.wav,69,es_ES-sharvard-medium,es,0,Jey Bonsai,0.888,0.771,0.703,0.0,23.51,-2.55,white,16000,1000
hey_bonsai_synth_0070_en_US-ryan-medium.wav,70,en_US-ryan-medium,en,,Hey Bonsai,1.124,0.795,0.62,1.28,15.65,-3.65,pink,16000,1000
hey_bonsai_synth_0071_es_ES-davefx-medium.wav,71,es_ES-davefx-medium,es,,"Hey, Bonsái",1.123,0.716,0.716,0.0,15.4,-3.36,pink,16000,1000
hey_bonsai_synth_0072_ca_ES-upc_ona-medium.wav,72,ca_ES-upc_ona-medium,ca,,Hey Bonsai,0.957,0.615,0.789,0.0,20.79,-3.58,white,16000,1000
hey_bonsai_synth_0073_en_US-lessac-medium.wav,73,en_US-lessac-medium,en,,Hey Bonsai,1.158,0.691,0.614,0.0,22.08,-4.63,white,16000,1000
hey_bonsai_synth_0074_es_ES-sharvard-medium.wav,74,es_ES-sharvard-medium,es,1,"Hey, Bonsái",1.176,0.607,0.651,-1.11,21.27,0.66,pink,16000,1000
hey_bonsai_synth_0075_en_US-amy-medium.wav,75,en_US-amy-medium,en,,Hey Bonsai,1.064,0.727,0.861,0.0,18.19,-1.09,white,16000,1000
hey_bonsai_synth_0076_en_GB-alba-medium.wav,76,en_GB-alba-medium,en,,Hey Bonsai.,1.182,0.685,0.651,0.0,23.82,-5.34,pink,16000,1000
hey_bonsai_synth_0077_es_ES-sharvard-medium.wav,77,es_ES-sharvard-medium,es,0,Jey Bonsai,0.926,0.639,0.7,0.0,16.85,-5.62,white,16000,1000
hey_bonsai_synth_0078_en_US-ryan-medium.wav,78,en_US-ryan-medium,en,,Hey Bonsai,0.982,0.783,0.754,0.0,18.08,-2.09,pink,16000,1000
hey_bonsai_synth_0079_es_ES-davefx-medium.wav,79,es_ES-davefx-medium,es,,Jey Bonsai,1.179,0.788,0.633,0.0,23.21,-1.21,pink,16000,1000
hey_bonsai_synth_0080_ca_ES-upc_ona-medium.wav,80,ca_ES-upc_ona-medium,ca,,Hey Bonsai,1.043,0.785,0.855,1.68,17.59,-0.99,pink,16000,1000
hey_bonsai_synth_0081_en_US-lessac-medium.wav,81,en_US-lessac-medium,en,,Hey Bonsai,1.084,0.707,0.637,1.08,21.74,-0.19,pink,16000,1000
hey_bonsai_synth_0082_es_ES-sharvard-medium.wav,82,es_ES-sharvard-medium,es,1,Jey Bonsai,0.88,0.741,0.675,0.0,24.65,-2.02,pink,16000,1000
hey_bonsai_synth_0083_en_US-amy-medium.wav,83,en_US-amy-medium,en,,"Hey, Bonsai",1.041,0.569,0.684,1.52,19.89,-4.61,pink,16000,1000
hey_bonsai_synth_0084_en_GB-alba-medium.wav,84,en_GB-alba-medium,en,,Hey Bonsai,0.897,0.57,0.625,-1.47,17.41,-3.59,pink,16000,1000
hey_bonsai_synth_0085_es_ES-sharvard-medium.wav,85,es_ES-sharvard-medium,es,0,Jey Bonsai,0.938,0.608,0.632,-1.52,24.28,-2.96,white,16000,1000
hey_bonsai_synth_0086_en_US-ryan-medium.wav,86,en_US-ryan-medium,en,,Hey Bonsai.,1.132,0.575,0.774,0.0,17.58,-0.42,pink,16000,1000
hey_bonsai_synth_0087_es_ES-davefx-medium.wav,87,es_ES-davefx-medium,es,,Hey Bonsai,1.025,0.641,0.836,-1.11,20.21,-5.11,white,16000,1000
hey_bonsai_synth_0088_ca_ES-upc_ona-medium.wav,88,ca_ES-upc_ona-medium,ca,,Hei Bonsai,1.007,0.58,0.924,0.0,22.79,-1.8,pink,16000,1000
hey_bonsai_synth_0089_en_US-lessac-medium.wav,89,en_US-lessac-medium,en,,"Hey, Bonsai",0.871,0.741,0.644,0.0,15.48,-2.14,white,16000,1000
hey_bonsai_synth_0090_es_ES-sharvard-medium.wav,90,es_ES-sharvard-medium,es,1,Hey Bonsai,0.97,0.565,0.74,0.0,22.61,-1.13,white,16000,1000
hey_bonsai_synth_0091_en_US-amy-medium.wav,91,en_US-amy-medium,en,,"Hey, Bonsai",1.003,0.684,0.641,0.0,20.06,0.52,white,16000,1000
hey_bonsai_synth_0092_en_GB-alba-medium.wav,92,en_GB-alba-medium,en,,Hey Bonsai.,1.049,0.786,0.729,0.0,17.51,-4.64,white,16000,1000
hey_bonsai_synth_0093_es_ES-sharvard-medium.wav,93,es_ES-sharvard-medium,es,0,Jey Bonsai,1.138,0.697,0.888,-1.97,20.94,-1.02,white,16000,1000
hey_bonsai_synth_0094_en_US-ryan-medium.wav,94,en_US-ryan-medium,en,,"Hey, Bonsai",1.064,0.551,0.65,1.01,18.48,2.19,white,16000,1000
hey_bonsai_synth_0095_es_ES-davefx-medium.wav,95,es_ES-davefx-medium,es,,Hey Bonsai,0.978,0.693,0.758,-1.23,23.22,-4.69,pink,16000,1000
hey_bonsai_synth_0096_ca_ES-upc_ona-medium.wav,96,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",0.97,0.785,0.735,1.9,16.06,0.38,white,16000,1000
hey_bonsai_synth_0097_en_US-lessac-medium.wav,97,en_US-lessac-medium,en,,Hey Bonsai,0.889,0.667,0.738,0.0,15.39,-3.9,white,16000,1000
hey_bonsai_synth_0098_es_ES-sharvard-medium.wav,98,es_ES-sharvard-medium,es,1,"Hey, Bonsái",1.024,0.785,0.695,-1.07,15.55,0.2,white,16000,1000
hey_bonsai_synth_0099_en_US-amy-medium.wav,99,en_US-amy-medium,en,,"Hey, Bonsai",1.094,0.755,0.871,0.0,20.3,-2.95,pink,16000,1000
hey_bonsai_synth_0100_en_GB-alba-medium.wav,100,en_GB-alba-medium,en,,Hey Bonsai.,0.927,0.63,0.699,-1.47,22.28,-4.4,white,16000,1000
hey_bonsai_synth_0101_es_ES-sharvard-medium.wav,101,es_ES-sharvard-medium,es,0,Jey Bonsai,1.058,0.722,0.69,0.0,20.96,-1.9,white,16000,1000
hey_bonsai_synth_0102_en_US-ryan-medium.wav,102,en_US-ryan-medium,en,,Hey Bonsai.,0.939,0.682,0.646,0.0,23.3,-0.28,pink,16000,1000
hey_bonsai_synth_0103_es_ES-davefx-medium.wav,103,es_ES-davefx-medium,es,,"Hey, Bonsái",0.962,0.576,0.665,0.0,23.85,-2.26,white,16000,1000
hey_bonsai_synth_0104_ca_ES-upc_ona-medium.wav,104,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",0.996,0.786,0.785,0.0,18.65,-3.17,white,16000,1000
hey_bonsai_synth_0105_en_US-lessac-medium.wav,105,en_US-lessac-medium,en,,"Hey, Bonsai",0.857,0.69,0.939,0.0,24.84,-0.71,white,16000,1000
hey_bonsai_synth_0106_es_ES-sharvard-medium.wav,106,es_ES-sharvard-medium,es,1,"Hey, Bonsái",0.981,0.695,0.893,1.12,18.28,-5.03,pink,16000,1000
hey_bonsai_synth_0107_en_US-amy-medium.wav,107,en_US-amy-medium,en,,"Hey, Bonsai",0.899,0.603,0.711,1.22,20.23,1.56,white,16000,1000
hey_bonsai_synth_0108_en_GB-alba-medium.wav,108,en_GB-alba-medium,en,,Hey Bonsai,1.172,0.703,0.664,-1.56,22.09,-2.81,pink,16000,1000
hey_bonsai_synth_0109_es_ES-sharvard-medium.wav,109,es_ES-sharvard-medium,es,0,Jey Bonsai,0.85,0.664,0.696,0.0,15.87,1.6,pink,16000,1000
hey_bonsai_synth_0110_en_US-ryan-medium.wav,110,en_US-ryan-medium,en,,Hey Bonsai,0.871,0.551,0.864,0.0,19.34,-4.22,white,16000,1000
hey_bonsai_synth_0111_es_ES-davefx-medium.wav,111,es_ES-davefx-medium,es,,Hey Bonsai,1.0,0.791,0.69,1.98,17.7,-5.94,pink,16000,1000
hey_bonsai_synth_0112_ca_ES-upc_ona-medium.wav,112,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",1.162,0.659,0.793,-1.36,21.62,-0.35,pink,16000,1000
hey_bonsai_synth_0113_en_US-lessac-medium.wav,113,en_US-lessac-medium,en,,"Hey, Bonsai",0.87,0.79,0.629,1.74,15.01,-5.3,pink,16000,1000
hey_bonsai_synth_0114_es_ES-sharvard-medium.wav,114,es_ES-sharvard-medium,es,1,"Hey, Bonsái",1.081,0.607,0.629,0.0,20.51,-2.14,white,16000,1000
hey_bonsai_synth_0115_en_US-amy-medium.wav,115,en_US-amy-medium,en,,Hey Bonsai,0.98,0.672,0.716,0.0,22.08,-3.88,white,16000,1000
hey_bonsai_synth_0116_en_GB-alba-medium.wav,116,en_GB-alba-medium,en,,Hey Bonsai,1.174,0.799,0.707,0.0,17.45,-3.48,white,16000,1000
hey_bonsai_synth_0117_es_ES-sharvard-medium.wav,117,es_ES-sharvard-medium,es,0,"Hey, Bonsái",1.187,0.667,0.752,0.0,17.02,-2.22,pink,16000,1000
hey_bonsai_synth_0118_en_US-ryan-medium.wav,118,en_US-ryan-medium,en,,"Hey, Bonsai",1.075,0.771,0.808,0.0,21.07,-2.56,pink,16000,1000
hey_bonsai_synth_0119_es_ES-davefx-medium.wav,119,es_ES-davefx-medium,es,,"Hey, Bonsái",1.039,0.637,0.857,0.0,15.26,-2.59,pink,16000,1000
hey_bonsai_synth_0120_ca_ES-upc_ona-medium.wav,120,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",1.067,0.637,0.67,0.0,21.59,-3.71,pink,16000,1000
hey_bonsai_synth_0121_en_US-lessac-medium.wav,121,en_US-lessac-medium,en,,"Hey, Bonsai",1.078,0.718,0.698,0.0,20.61,2.36,white,16000,1000
hey_bonsai_synth_0122_es_ES-sharvard-medium.wav,122,es_ES-sharvard-medium,es,1,"Hey, Bonsái",1.083,0.587,0.871,1.35,22.58,-3.97,pink,16000,1000
hey_bonsai_synth_0123_en_US-amy-medium.wav,123,en_US-amy-medium,en,,Hey Bonsai,0.934,0.568,0.67,1.05,18.7,-5.15,white,16000,1000
hey_bonsai_synth_0124_en_GB-alba-medium.wav,124,en_GB-alba-medium,en,,Hey Bonsai.,1.072,0.654,0.813,0.0,20.55,1.83,pink,16000,1000
hey_bonsai_synth_0125_es_ES-sharvard-medium.wav,125,es_ES-sharvard-medium,es,0,"Hey, Bonsái",0.872,0.626,0.738,0.0,21.45,0.52,white,16000,1000
hey_bonsai_synth_0126_en_US-ryan-medium.wav,126,en_US-ryan-medium,en,,Hey Bonsai,0.954,0.784,0.896,1.69,19.03,-3.22,white,16000,1000
hey_bonsai_synth_0127_es_ES-davefx-medium.wav,127,es_ES-davefx-medium,es,,"Hey, Bonsái",1.024,0.595,0.825,0.0,20.69,2.65,white,16000,1000
hey_bonsai_synth_0128_ca_ES-upc_ona-medium.wav,128,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",0.858,0.786,0.624,0.0,19.28,-3.87,pink,16000,1000
hey_bonsai_synth_0129_en_US-lessac-medium.wav,129,en_US-lessac-medium,en,,Hey Bonsai,1.019,0.742,0.696,0.0,18.26,-2.27,white,16000,1000
hey_bonsai_synth_0130_es_ES-sharvard-medium.wav,130,es_ES-sharvard-medium,es,1,Hey Bonsai,1.132,0.7,0.688,-1.16,20.68,-4.0,white,16000,1000
hey_bonsai_synth_0131_en_US-amy-medium.wav,131,en_US-amy-medium,en,,Hey Bonsai,0.922,0.653,0.621,-1.8,18.04,-1.57,pink,16000,1000
hey_bonsai_synth_0132_en_GB-alba-medium.wav,132,en_GB-alba-medium,en,,Hey Bonsai,1.185,0.601,0.843,0.0,24.48,-5.11,pink,16000,1000
hey_bonsai_synth_0133_es_ES-sharvard-medium.wav,133,es_ES-sharvard-medium,es,0,"Hey, Bonsái",0.965,0.684,0.689,-1.15,16.65,-1.15,white,16000,1000
hey_bonsai_synth_0134_en_US-ryan-medium.wav,134,en_US-ryan-medium,en,,Hey Bonsai.,1.119,0.751,0.661,1.94,19.74,1.63,pink,16000,1000
hey_bonsai_synth_0135_es_ES-davefx-medium.wav,135,es_ES-davefx-medium,es,,Jey Bonsai,1.077,0.677,0.939,0.0,22.46,-2.7,pink,16000,1000
hey_bonsai_synth_0136_ca_ES-upc_ona-medium.wav,136,ca_ES-upc_ona-medium,ca,,Hey Bonsai,1.018,0.619,0.782,0.0,21.17,0.7,white,16000,1000
hey_bonsai_synth_0137_en_US-lessac-medium.wav,137,en_US-lessac-medium,en,,Hey Bonsai,0.867,0.721,0.623,-1.65,15.71,2.04,pink,16000,1000
hey_bonsai_synth_0138_es_ES-sharvard-medium.wav,138,es_ES-sharvard-medium,es,1,Hey Bonsai,0.952,0.56,0.738,-1.95,22.9,2.05,white,16000,1000
hey_bonsai_synth_0139_en_US-amy-medium.wav,139,en_US-amy-medium,en,,Hey Bonsai,1.005,0.594,0.787,0.0,24.92,1.65,white,16000,1000
hey_bonsai_synth_0140_en_GB-alba-medium.wav,140,en_GB-alba-medium,en,,Hey Bonsai,1.125,0.708,0.913,0.0,19.41,1.56,pink,16000,1000
hey_bonsai_synth_0141_es_ES-sharvard-medium.wav,141,es_ES-sharvard-medium,es,0,"Hey, Bonsái",1.08,0.597,0.709,0.0,22.97,-5.8,pink,16000,1000
hey_bonsai_synth_0142_en_US-ryan-medium.wav,142,en_US-ryan-medium,en,,"Hey, Bonsai",1.175,0.659,0.87,0.0,23.84,-5.45,pink,16000,1000
hey_bonsai_synth_0143_es_ES-davefx-medium.wav,143,es_ES-davefx-medium,es,,Hey Bonsai,0.983,0.567,0.745,-1.04,24.97,-0.98,pink,16000,1000
hey_bonsai_synth_0144_ca_ES-upc_ona-medium.wav,144,ca_ES-upc_ona-medium,ca,,Hey Bonsai,0.865,0.772,0.716,0.0,17.24,-2.24,white,16000,1000
hey_bonsai_synth_0145_en_US-lessac-medium.wav,145,en_US-lessac-medium,en,,Hey Bonsai,1.061,0.566,0.933,0.0,23.11,-2.04,pink,16000,1000
hey_bonsai_synth_0146_es_ES-sharvard-medium.wav,146,es_ES-sharvard-medium,es,1,Jey Bonsai,1.194,0.657,0.617,-1.37,21.68,-5.55,white,16000,1000
hey_bonsai_synth_0147_en_US-amy-medium.wav,147,en_US-amy-medium,en,,Hey Bonsai,0.851,0.726,0.878,0.0,23.23,0.08,pink,16000,1000
hey_bonsai_synth_0148_en_GB-alba-medium.wav,148,en_GB-alba-medium,en,,Hey Bonsai.,0.991,0.699,0.888,1.2,16.48,-2.46,pink,16000,1000
hey_bonsai_synth_0149_es_ES-sharvard-medium.wav,149,es_ES-sharvard-medium,es,0,Jey Bonsai,1.081,0.556,0.839,1.07,22.99,-3.6,pink,16000,1000
hey_bonsai_synth_0150_en_US-ryan-medium.wav,150,en_US-ryan-medium,en,,"Hey, Bonsai",1.139,0.647,0.95,0.0,20.33,-1.38,pink,16000,1000
hey_bonsai_synth_0151_es_ES-davefx-medium.wav,151,es_ES-davefx-medium,es,,Hey Bonsai,0.887,0.655,0.734,0.0,16.25,0.19,pink,16000,1000
hey_bonsai_synth_0152_ca_ES-upc_ona-medium.wav,152,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",1.159,0.619,0.625,1.62,19.87,1.14,pink,16000,1000
hey_bonsai_synth_0153_en_US-lessac-medium.wav,153,en_US-lessac-medium,en,,Hey Bonsai,0.878,0.737,0.706,0.0,20.55,-0.17,pink,16000,1000
